submission_number,authorization_pathway,final_decision_date,decision_year,decision_quarter,device_name,company_name,fda_panel,primary_product_code,authorization_detail_matched,detail_device_name,detail_applicant,date_received,review_days,decision_code,decision_description,clearance_type,third_party_flag,expedited_review_flag,denovo_request_type,predetermined_change_control_plan_authorized,statement_or_summary_available,classification_name,device_class,regulation_number,medical_specialty,medical_specialty_description,review_panel,implant_flag,life_sustain_support_flag,gmp_exempt_flag,classification_third_party_flag,summary_malfunction_reporting,linked_recall_records,linked_recall_events,open_recall_records,closed_recall_records,first_recall_initiated_date,latest_recall_initiated_date,days_to_first_recall,has_linked_recall,recall_linkage_method,source_snapshot_date,fda_ai_list_url
K241490,510(k),2024-10-18,2024,Q4,Contour+ (MVision AI Segmentation),MVision AI Oy,Radiology,QKB,1,Contour+ (MVision AI Segmentation),Mvision AI OY,2024-05-24,147,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K242837,510(k),2024-10-18,2024,Q4,BriefCase-Triage,"Aidoc Medical, Ltd.",Radiology,QAS,1,BriefCase-Triage,"Aidoc Medical , Ltd.",2024-09-19,29,SESE,Substantially Equivalent,Special,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240408,510(k),2024-10-17,2024,Q4,REMI-AI Rapid Detection Module (REMI-AI RDM),"Epitel, Inc",Neurology,OMB,1,REMI-AI Rapid Detection Module (REMI-AI RDM),"Epitel, Inc.",2024-02-09,251,SESE,Substantially Equivalent,Traditional,N,,,,1,Automatic Event Detection Software For Full-Montage Electroencephalograph,2,882.1400,NE,Neurology,NE,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241242,510(k),2024-10-17,2024,Q4,SIGNA MAGNUS,"GE Medical Systems, LLC",Radiology,LNH,1,SIGNA MAGNUS,"Ge Medical Systems, LLC",2024-05-03,167,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241481,510(k),2024-10-16,2024,Q4,xvision Spine System,Augmedics Ltd.,Neurology,SBF,1,xvision Spine System,"Augmedics, Ltd.",2024-05-24,145,SESE,Substantially Equivalent,Traditional,N,,,,1,Orthopedic Augmented Reality,2,882.4560,NE,Neurology,OR,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K242781,510(k),2024-10-15,2024,Q4,cvi42 Software Application,Circle Cardiovascular Imaging Inc.,Radiology,QIH,1,cvi42 Software Application,"Circle Cardiovascular Imaging, Inc.",2024-09-16,29,SESE,Substantially Equivalent,Special,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241971,510(k),2024-10-11,2024,Q4,"HERA Z20, R20, HERA Z30, R30 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,1,"HERA Z20, R20, HERA Z30, R30 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",2024-07-05,98,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241430,510(k),2024-10-10,2024,Q4,EchoMeasure,iCardio.ai,Radiology,QIH,1,EchoMeasure,Icardio.Ai,2024-05-21,142,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241837,510(k),2024-10-09,2024,Q4,Limbus Contour,Limbus AI Inc.,Radiology,QKB,1,Limbus Contour,"Limbus Ai, Inc.",2024-06-25,106,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240980,510(k),2024-10-07,2024,Q4,EPIQ Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN,1,EPIQ Series Diagnostic Ultrasound System,"Philips Ultrasound, LLC",2024-04-10,180,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241029,510(k),2024-10-07,2024,Q4,SpineUs™ System,Verdure Imaging,Radiology,IYO,1,SpineUs™ System,Verdure Imaging,2024-04-15,175,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Echo, Ultrasonic",2,892.1560,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240553,510(k),2024-10-04,2024,Q4,LVivo Software Application,DiA Imaging Analysis Ltd.,Radiology,QIH,1,LVivo Software Application,"Dia Imaging Analysis, Ltd.",2024-02-28,219,SESE,Substantially Equivalent,Special,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241245,510(k),2024-10-04,2024,Q4,EchoSolv AS,Echo IQ Ltd,Radiology,POK,1,EchoSolv AS,"Echo IQ, Ltd.",2024-05-03,154,SESE,Substantially Equivalent,Traditional,N,,,,1,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,2,892.2060,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K242652,510(k),2024-10-04,2024,Q4,Lunit INSIGHT DBT v1.1,Lunit Inc.,Radiology,QDQ,1,Lunit INSIGHT DBT v1.1,"Lunit, Inc.",2024-09-04,30,SESE,Substantially Equivalent,Special,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241561,510(k),2024-10-02,2024,Q4,MammoScreen BD,Therapixel,Radiology,QIH,1,MammoScreen BD,Therapixel,2024-05-31,124,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K242005,510(k),2024-10-02,2024,Q4,Versana Premier; Versana Premier Lotus; LOGIQ F,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,1,Versana Premier; Versana Premier Lotus; LOGIQ F,GE Medical Systems Ultrasound and Primary Care Diagnostics,2024-07-09,85,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,2,1,2,0,2025-05-16,2025-05-16,226.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240943,510(k),2024-10-01,2024,Q4,LungVision,BodyVision Medical Ltd.,Radiology,QIH,1,LungVision,"Bodyvision Medical , Ltd.",2024-04-05,179,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241331,510(k),2024-10-01,2024,Q4,MuscleView,"Springbok, Inc.",Radiology,LNH,1,MuscleView,"Springbok, Inc.",2024-05-10,144,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240369,510(k),2024-09-27,2024,Q3,CAC (gated) Algorithm,BunkerHill Health,Radiology,JAK,1,CAC (gated) Algorithm,BunkerHill Health,2024-02-07,233,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240993,510(k),2024-09-27,2024,Q3,encevis (2.1),AIT Austrian Institute of Technology GmbH,Neurology,OMB,1,encevis (2.1),Ait Austrian Institute of Technology GmbH,2024-04-11,169,SESE,Substantially Equivalent,Traditional,N,,,,1,Automatic Event Detection Software For Full-Montage Electroencephalograph,2,882.1400,NE,Neurology,NE,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K241480,510(k),2024-09-27,2024,Q3,JBS-LVO,"JLK, Inc.",Radiology,QAS,1,JBS-LVO,"JLK, Inc.",2024-05-24,126,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K242292,510(k),2024-09-24,2024,Q3,uAI Easy Triage ICH,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,QAS,1,uAI Easy Triage ICH,"Shanghai United Imaging Intelligence Co., Ltd.",2024-08-02,53,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240013,510(k),2024-09-23,2024,Q3,EchoGo Heart Failure (2.0),Ultromics Limited,Cardiovascular,QUO,1,EchoGo Heart Failure (2.0),Ultromics Limited,2024-01-02,265,SESE,Substantially Equivalent,Traditional,N,,,,1,Adjunctive Heart Failure Status Indicator,2,870.2200,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
P140011/S008,PMA,2024-09-23,2024,Q3,MAMMOMAT B.brilliant with Tomosynthesis Option,"SIEMENS MEDICAL SOLUTIONS USA, INC.",Radiology,OTE,1,MAMMOMAT B.brilliant with Tomosynthesis Option,"Siemens Medical Solutions USA, Inc.",2024-02-29,207,APPR,Approved,,,N,,,1,Digital Breast Tomosynthesis,3,,,Unknown,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240036,510(k),2024-09-20,2024,Q3,PIUR tUS Infinity,PIUR Imaging GmbH,Radiology,QIH,1,PIUR tUS Infinity,Piur Imaging GmbH,2024-01-05,259,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240929,510(k),2024-09-13,2024,Q3,Sleep Apnea Notification Feature (SANF),Apple Inc.,Anesthesiology,QZW,1,Sleep Apnea Notification Feature (SANF),"Apple, Inc.",2024-04-04,162,SESE,Substantially Equivalent,Traditional,N,,,,1,Over-The-Counter Device To Assess Risk Of Sleep Apnea,2,868.2378,AN,Anesthesiology,AN,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K240942,510(k),2024-09-12,2024,Q3,CINA-CSpine,Avicenna.AI,Radiology,QAS,1,CINA-CSpine,Avicenna.Ai,2024-04-05,160,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
