submission_number,authorization_pathway,final_decision_date,decision_year,decision_quarter,device_name,company_name,fda_panel,primary_product_code,authorization_detail_matched,detail_device_name,detail_applicant,date_received,review_days,decision_code,decision_description,clearance_type,third_party_flag,expedited_review_flag,denovo_request_type,predetermined_change_control_plan_authorized,statement_or_summary_available,classification_name,device_class,regulation_number,medical_specialty,medical_specialty_description,review_panel,implant_flag,life_sustain_support_flag,gmp_exempt_flag,classification_third_party_flag,summary_malfunction_reporting,linked_recall_records,linked_recall_events,open_recall_records,closed_recall_records,first_recall_initiated_date,latest_recall_initiated_date,days_to_first_recall,has_linked_recall,recall_linkage_method,source_snapshot_date,fda_ai_list_url
DEN210022,De Novo,2023-02-17,2023,Q1,PMD-200,Medasense Biometrics Ltd.,Anesthesiology,QVE,1,PMD-200,"medasense biometrics , ltd.",2021-06-04,623,DENG,Granted,,,,Direct,N,1,Adjunctive Pain Measurement Device For Anesthesiology,2,868.2200,AN,Anesthesiology,AN,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222755,510(k),2023-02-16,2023,Q1,uMR 680,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,LNH,1,uMR 680,"Shanghai United Imaging Intelligence Co., Ltd.",2022-09-12,157,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223028,510(k),2023-02-16,2023,Q1,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,1,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",2022-09-29,140,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222389,510(k),2023-02-15,2023,Q1,ZEUS System,"iRhythm Technologies, Inc.",Cardiovascular,DQK,1,ZEUS System,"iRhythm Technologies, Inc.",2022-08-08,191,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223387,510(k),2023-02-13,2023,Q1,"V8 Diagnostic Ultrasound System, V7 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,1,"V8 Diagnostic Ultrasound System, V7 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",2022-11-07,98,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223439,510(k),2023-02-13,2023,Q1,SIGNA Victor,GE Healthcare (Tianjin) Company Limited,Radiology,LNH,1,SIGNA Victor,Ge Healthcare (Tianjin) Company Limited,2022-11-14,91,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,1,1,1,0,2024-06-14,2024-06-14,487.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223296,510(k),2023-02-06,2023,Q1,Videa Perio Assist,"VideaHealth, Inc.",Radiology,QIH,1,Videa Perio Assist,"Videahealth, Inc.",2022-10-26,103,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222803,510(k),2023-02-02,2023,Q1,Oncospace,"Oncospace, Inc.",Radiology,MUJ,1,Oncospace,"Oncospace, Inc.",2022-09-16,139,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Planning, Radiation Therapy Treatment",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222970,510(k),2023-02-01,2023,Q1,LVivo IQS,DiA Imaging Analysis Ltd,Radiology,QIH,1,LVivo IQS,"Dia Imaging Analysis, Ltd.",2022-09-27,127,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223396,510(k),2023-02-01,2023,Q1,Rapid RV/LV,iSchema View Inc.,Radiology,QIH,1,Rapid RV/LV,"Ischemaview, Inc.",2022-11-08,85,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K230020,510(k),2023-02-01,2023,Q1,BriefCase,"Aidoc Medical, Ltd.",Radiology,QFM,1,BriefCase,"Aidoc Medical , Ltd.",2023-01-03,29,SESE,Substantially Equivalent,Special,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221868,510(k),2023-01-27,2023,Q1,QOCA image Smart CXR Image Processing System,Quanta Computer Inc.,Radiology,QFM,1,QOCA image Smart CXR Image Processing System,"Quanta Computer, Inc.",2022-06-27,214,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222406,510(k),2023-01-23,2023,Q1,Clarius AI,Clarius Mobile Health Corp.,Radiology,QIH,1,Clarius AI,Clarius Mobile Health Corp.,2022-08-09,167,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223516,510(k),2023-01-21,2023,Q1,VX1+,Volta Medical,Cardiovascular,DQK,1,VX1+,Volta Medical,2022-11-22,60,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222593,510(k),2023-01-18,2023,Q1,TruPlan Computed Tomography (CT) Imaging Software,"Circle Cardiovascular Imaging, Inc.",Radiology,LLZ,1,TruPlan Computed Tomography (CT) Imaging Software,"Circle Cardiovascular Imaging, Inc.",2022-08-26,145,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223502,510(k),2023-01-13,2023,Q1,MR Diffusion Perfusion Mismatch V1.0,Olea Medical,Radiology,LLZ,1,MR Diffusion Perfusion Mismatch V1.0,Olea Medical,2022-11-21,53,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222458,510(k),2023-01-12,2023,Q1,AIBOLIT 3D+,"Aibolit Technologies, LLC",Radiology,LLZ,1,AIBOLIT 3D+,"Aibolit Technologies, LLC",2022-08-15,150,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223738,510(k),2023-01-11,2023,Q1,Alpha Control Liner System (ACLS),Coapt,Neurology,GXY,1,Alpha Control Liner System (ACLS),Coapt,2022-12-14,28,SESE,Substantially Equivalent,Special,N,,,,1,"Electrode, Cutaneous",2,882.1320,NE,Neurology,NE,N,N,N,Y,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K214036,510(k),2022-12-23,2022,Q4,AVIEW,"Coreline Soft Co.,Ltd.",Radiology,QIH,1,AVIEW,"Coreline Soft Co., Ltd.",2021-12-23,365,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223442,510(k),2022-12-23,2022,Q4,MR 5300 and MR 7700 R11 MR Systems,Philips Medical Systems Nederlands B.V.,Radiology,LNH,1,MR 5300 and MR 7700 R11 MR Systems,Philips Medical Systems Nederlands B.V.,2022-11-14,39,SESE,Substantially Equivalent,Special,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,3,3,3,0,2025-05-13,2025-12-03,872.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223311,510(k),2022-12-22,2022,Q4,Philips CT 3500,"Philips Healthcare (Suzhou) Co., Ltd",Radiology,JAK,1,Philips CT 3500,"Philips Healthcare (Suzhou) Co., Ltd.",2022-10-28,55,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220928,510(k),2022-12-16,2022,Q4,Overjet Calculus Assist,Overjet Inc.,Radiology,MYN,1,Overjet Calculus Assist,"Overjet, Inc.",2022-03-31,260,SESE,Substantially Equivalent,Traditional,N,,,,1,"Analyzer, Medical Image",2,892.2070,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222275,510(k),2022-12-16,2022,Q4,Saige-Density,"DeepHealth, Inc.",Radiology,QIH,1,Saige-Density,"DeepHealth, Inc.",2022-07-29,140,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223268,510(k),2022-12-16,2022,Q4,BrainInsight,"Hyperfine, Inc.",Radiology,QIH,1,BrainInsight,"Hyperfine, Inc.",2022-10-24,53,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223247,510(k),2022-12-06,2022,Q4,Swoop Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,1,Swoop Portable MR Imaging System,"Hyperfine, Inc.",2022-10-21,46,SESE,Substantially Equivalent,Special,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222692,510(k),2022-12-05,2022,Q4,BriefCase,"Aidoc Medical, Ltd.",Radiology,QFM,1,BriefCase,"Aidoc Medical , Ltd.",2022-09-06,90,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220786,510(k),2022-12-01,2022,Q4,STAR Apollo Mapping System,"Rhythm Al, Ltd",Cardiovascular,DQK,1,STAR Apollo Mapping System,"Rhythm Al, Ltd.",2022-03-17,259,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221624,510(k),2022-11-22,2022,Q4,Avenda Health AI Prostate Cancer Planning Software,"Avenda Health, Inc.",Radiology,POK,1,Avenda Health AI Prostate Cancer Planning Software,"Avenda Health, Inc.",2022-06-06,169,SESE,Substantially Equivalent,Traditional,N,,,,1,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,2,892.2060,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221716,510(k),2022-11-22,2022,Q4,CINA,AVICENNA.AI,Radiology,QAS,1,CINA,Avicenna.Ai,2022-06-13,162,SESE,Substantially Equivalent,Special,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223032,510(k),2022-11-21,2022,Q4,SIS System (Version 5.6.0),"Surgical Information Sciences, Inc.",Radiology,QIH,1,SIS System (Version 5.6.0),"Surgical Information Sciences, Inc.",2022-09-29,53,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221330,510(k),2022-11-18,2022,Q4,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,BriefCase,"Aidoc Medical , Ltd.",2022-05-06,196,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221762,510(k),2022-11-16,2022,Q4,BoneMRI v1.4,MRlguidance B.V.,Radiology,QIH,1,BoneMRI v1.4,Mrlguidance B.V.,2022-06-17,152,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222428,510(k),2022-11-14,2022,Q4,Syngo Dynamics (Version VA40F),"Siemens Medical Solutions USA, Inc.",Radiology,QIH,1,Syngo Dynamics (Version VA40F),"Siemens Medical Solutions USA, Inc.",2022-08-11,95,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220408,510(k),2022-11-10,2022,Q4,AVIEW RT ACS,"Coreline Soft Co.,Ltd",Radiology,QKB,1,AVIEW RT ACS,"Coreline Soft Co., Ltd.",2022-02-14,269,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221183,510(k),2022-11-10,2022,Q4,AEYE-DS,"AEYE Health, Inc.",Ophthalmic,PIB,1,AEYE-DS,"Aeye Health, Inc.",2022-04-25,199,SESE,Substantially Equivalent,Traditional,N,,,,1,Diabetic Retinopathy Detection Device,2,886.1100,OP,Ophthalmic,OP,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221552,510(k),2022-11-08,2022,Q4,EFAI ChestSuite XR Pneumothorax Assessment System,"Ever Fortune AI Co., Ltd.",Radiology,QFM,1,EFAI ChestSuite XR Pneumothorax Assessment System,"Ever Fortune.Ai, Co., Ltd.",2022-05-31,161,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
P210015,PMA,2022-10-31,2022,Q4,Avive Automated External Defibrillator (AED) System,"Avive Solutions, Inc.",Cardiovascular,MKJ,1,Avive Automated External Defibrillator (AED) System,"Avive Solutions, Inc.",2021-04-06,573,APPR,Approved,,,N,,,1,Automated External Defibrillators (Non-Wearable),3,870.5310,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220332,510(k),2022-10-27,2022,Q4,uMR Omega with uWS-MR-MRS,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,LNH,1,uMR Omega with uWS-MR-MRS,"Shanghai United Imaging Healthcare Co., Ltd.",2022-02-04,265,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222070,510(k),2022-10-25,2022,Q4,EndoNaut,Therenva SAS,Radiology,OWB,1,EndoNaut,Therenva Sas,2022-07-14,103,SESE,Substantially Equivalent,Traditional,N,,,,1,Interventional Fluoroscopic X-Ray System,2,892.1650,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K223042,510(k),2022-10-21,2022,Q4,Viz LVO ContaCT,"Viz.ai, Inc.",Radiology,QAS,1,Viz LVO ContaCT,"Viz. Ai, Inc.",2022-09-29,22,SESE,Substantially Equivalent,Special,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222361,510(k),2022-10-20,2022,Q4,AI-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,1,AI-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",2022-08-04,77,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
DEN220024,De Novo,2022-10-18,2022,Q4,ScanNav Anatomy Peripheral Nerve Block,Intelligent Ultrasound Limited,Anesthesiology,QRG,1,ScanNav Anatomy Peripheral Nerve Block,intelligent ultrasound limited,2022-04-08,193,DENG,Granted,,,,Direct,N,1,Ultrasound Guided Nerve Block Assist,2,868.1980,AN,Anesthesiology,AN,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221632,510(k),2022-10-18,2022,Q4,Spine CAMP™,"Medical Metrics, Inc.",Radiology,QIH,1,Spine CAMP™,"Medical Metrics, Inc.",2022-06-06,134,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213857,510(k),2022-10-14,2022,Q4,HeartFlow Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,1,HeartFlow Analysis,"HeartFlow, Inc.",2021-12-10,308,SESE,Substantially Equivalent,Traditional,N,,,,1,Coronary Vascular Physiologic Simulation Software,2,870.1415,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221305,510(k),2022-10-14,2022,Q4,AI-Rad Companion Organs RT,"Siemens Medical Solutions USA, Inc",Radiology,QKB,1,AI-Rad Companion Organs RT,"Siemens Medical Solutions USA, Inc.",2022-05-05,162,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Image Processing Software For Radiation Therapy,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220709,510(k),2022-10-07,2022,Q4,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,BriefCase,"Aidoc Medical , Ltd.",2022-03-10,211,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221449,510(k),2022-10-06,2022,Q4,Genius AI Detection 2.0,"Hologic, Inc.",Radiology,QDQ,1,Genius AI Detection 2.0,"Hologic, Inc.",2022-05-18,141,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221892,510(k),2022-10-05,2022,Q4,VISIONAIR,PacificMD Biotech Llc,Anesthesiology,BXQ,1,VISIONAIR,"Pacificmd Biotech, LLC",2022-06-29,98,SESE,Substantially Equivalent,Traditional,N,,,,1,Rhinoanemometer (Measurement Of Nasal Decongestion),2,868.1800,AN,Anesthesiology,AN,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K211611,510(k),2022-09-30,2022,Q3,QIR Suite,CASIS Cardiac Simulation & Imaging Software,Radiology,QIH,1,QIR Suite,Casis Cardiac Simulation & Imaging Software,2021-05-25,493,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K220080,510(k),2022-09-29,2022,Q3,CogNet QmTRIAGE,"MedCognetics, Inc.",Radiology,QFM,1,CogNet QmTRIAGE,"Medcognetics, Inc.",2022-01-10,262,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K222329,510(k),2022-09-28,2022,Q3,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,BriefCase,"Aidoc Medical , Ltd.",2022-08-02,57,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221738,510(k),2022-09-27,2022,Q3,NS-HGlio,Neosoma Inc.,Radiology,QIH,1,NS-HGlio,"Neosoma, Inc.",2022-06-15,104,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K221179,510(k),2022-09-21,2022,Q3,SomnoMetry,Neumetry Medical Inc,Neurology,OLZ,1,SomnoMetry,"Neumetry Medical, Inc.",2022-04-25,149,SESE,Substantially Equivalent,Traditional,N,,,,1,Automatic Event Detection Software For Polysomnograph With Electroencephalograph,2,882.1400,NE,Neurology,NE,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K213353,510(k),2022-09-20,2022,Q3,Aorta-CAD,"Imagen Technologies, Inc",Radiology,MYN,1,Aorta-CAD,"Imagen Technologies, Inc.",2021-10-08,347,SESE,Substantially Equivalent,Traditional,N,,,,1,"Analyzer, Medical Image",2,892.2070,RA,Radiology,RA,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
